Name,Email,Url,Phone,Security,Status,Latency
Taberna do Barqueiro,tabernadobarqueiro@gmail.com,http://m.facebook.com/tabernadobarqueiro,Not Listed,True,400,0.17
Restaurante Casa Ribeiro,Not Listed,http://www.facebook.com/pages/restaurante-casa-ribeiro/1427226757550325,Not Listed,True,400,0.2
Food Corner Lda,Not Listed,http://www.facebook.com/foodcorner.porto,Not Listed,True,400,0.23
Mesa 325 Unipessoal Lda,Not Listed,http://m.facebook.com/mesa325/?locale2=pt_pt,Not Listed,True,400,0.19
Brick Clérigos,brick_clerigos@yahoo.pt,http://www.facebook.com/brickclerigos,Not Listed,True,400,0.25
Pitadamaravilha Lda,as7maravilhas.porto@gmail.com,http://www.facebook.com/as7maravilhas.porto,Not Listed,True,400,0.19
Inês Viseu e Hugo Moura,Not Listed,http://www.facebook.com/espigagaleriabar,Not Listed,True,400,0.21
Irmãos Domingues Lda,Not Listed,http://www.facebook.com/idstudenthouse/,936412519,True,400,0.2
Baixa 22,Not Listed,http://www.facebook.com/pages/baixa22/557337817625680,Not Listed,True,400,0.23
Xelentalecrim Lda,alecrimdojardim@hotmail.com,http://m.facebook.com/alecrimdojardim/,Not Listed,True,400,0.21
Xiringuito na Areia Lda,vitor.goncalinho@sapo.pt,http://www.facebook.com/xiringuito-429757203868025/about/?entry_point=page_nav_about_item&tab=page_info,913452836,True,400,0.24
Shiko-Tasca Japonesa,Not Listed,http://www.facebook.com/shikotascajaponesa,Not Listed,True,400,0.19
Atmosfera de Luz,Not Listed,http://www.facebook.com/porta-dezanove-1482534991763215,962592077,True,400,0.26
Restaurante Ocean Poke & Rolls,Not Listed,http://www.facebook.com/oceanpoke.pt/,919727277,True,400,0.28
Caffé.55,Not Listed,http://www.facebook.com/caffeponto55/info/?tab=page_info,Not Listed,True,400,0.26
Deliciosos Motivos  Lda,natasdouro@gmail.com,http://www.facebook.com/natasdouro,Not Listed,True,400,0.26
Confeitaria Breyner,Not Listed,http://www.facebook.com/confeitariabreyner,224096521,True,400,0.28
Restaurante Típico Cana Verde Lda,Not Listed,http://www.facebook.com/canaverde121,Not Listed,True,400,0.23
"Cantinho de Baiao,O",adelinorch1978@gmail.com,http://www.facebook.com/ocantinhodebaiao,937278378,True,400,0.3
Casa do Carmo,casadocarmoporto@gmail.com,http://www.facebook.com/casadocarmo,Not Listed,True,400,0.23
Álvaro & Torcato Lda,Not Listed,http://pt-br.facebook.com/pages/churrasqueira-am%c3%a9rica-para%c3%adso-do-churrasco/159349357452529,224093615,True,400,0.24
Oráculo Tropical Lda,Not Listed,http://www.facebook.com/tacos.tequila.pt,Not Listed,True,400,0.26
Restaurante Terrella,Not Listed,http://pt-br.facebook.com/terrellaporto,Not Listed,True,400,0.22
Tia Orlanda-Sabores Moçambicanos,Not Listed,http://www.facebook.com/tiaorlandasaboresmocambicanos,Not Listed,True,400,0.25
Opium Restaurante,opiumrestaurante@gmail.com,http://www.facebook.com/opiumrestaurante,Not Listed,True,400,0.33
À Maneira do Êxito Lda,Not Listed,http://www.facebook.com/pages/cozinha-da-am%c3%a9lia/662170953910338,Not Listed,True,400,0.23
Rib Beef & Wine,joana.reis@pestana.com,http://www.facebook.com/ribporto,Not Listed,True,400,0.21
Manuel Alves & Matias Lda,Not Listed,http://www.facebook.com/pages/o-bom-talher/221354987881785,Not Listed,True,400,0.23
Goela,Not Listed,http://instagram.com/goela.porto,936018333,True,200,0.33
Restaurante Celta Endovélico,druida@celtaendovelico.pt,http://www.facebook.com/restauranteceltaendovelico,Not Listed,True,400,0.21
Merecer e Admirar - Restauração Lda,Not Listed,http://facebook.com/confeitarianovaeuropa,220142998,True,400,0.22
O Antigo Carteiro-Restaurante Unipessoal Lda,oantigocarteiro@gmail.com,http://www.facebook.com/oantigocarteiro,Not Listed,True,400,0.24
La Bombarde Lda,creperia.labombarde@gmail.com,http://www.facebook.com/creperialabombarde,Not Listed,True,400,0.23
Restaurante Nectar,nectarportugal@gmail.com,http://www.facebook.com/nectar-291514954296051/info/?tab=page_info,Not Listed,True,400,0.24
Restaurante Vegetariano Salpicos,Not Listed,http://www.facebook.com/pages/restvegetariano-salpicos-verdes/1424406881182637,Not Listed,True,400,0.2
Café Santiago da Praça-Restauração Lda,santiagopraca@cafesantiago.pt,http://www.facebook.com/cafesantiagodapraca.porto,222055083,True,400,0.2
Casa Rocha-Comes e Bebes,casarochafoz@gmail.com,http://www.facebook.com/casarochafoz/,965595556,True,400,0.22
Amável da Fonseca & Irmão Lda,Not Listed,http://www.facebook.com/restauranteocheirinho,Not Listed,True,400,0.14
Restaurante Esplanada Homem do Leme,homemdoleme.porto@gmail.com,http://www.facebook.com/homem-do-leme-restaurante-bar-e-esplanada-916511935044491/,937146171,True,400,0.16
Belmiro Alves da Silva,taipasburguer@gmail.com,http://www.facebook.com/taipas-burguers-1648960751891464,224644094,True,400,0.14
The Bird,Not Listed,http://www.facebook.com/thebird.pt,968092732,True,400,0.14
3 Hyôshi-Restauração e Bebidas Lda,geral.3hyoshi@gmail.com,http://www.facebook.com/3hyoshiporto/info?tab=page_info,Not Listed,True,400,0.28
Manuel Pereira Mendes & Mendes Lda,Not Listed,http://www.facebook.com/pages/adega-viseu-no-porto/341572329826797,Not Listed,True,400,0.23
Restaurante Xico Queijo,Not Listed,http://www.facebook.com/xicoqueijoporto/?ref=py_c,223164000,True,400,0.15
Adega Ibérica,Not Listed,http://www.facebook.com/adegaiberica/?fref=ts,Not Listed,True,400,0.19
Sweet Douro Tapas & Conservas,sweet_Douro@outlook.pt,http://www.facebook.com/sweetdourotapas/?fref=ts,Not Listed,True,400,1.04
Sweet Traditions Douro Lda,Not Listed,http://www.facebook.com/sweettraditionsdouro/,916302100,True,400,0.14
Bacalhau do Porto,miguelito000.2020@gmail.com,http://www.facebook.com/bacalhaudoport/,223164090,True,400,0.13
Restaurante Dona Amélia,Not Listed,http://www.facebook.com/restaurantedonamelia,221107785,True,400,0.17
Restaurante Confeitaria Imperador de Gaia,boss9739@gmail.com,http://www.facebook.com/confeitaria.imperador,914510983,True,400,0.16
Botequim a Brasileira,botequimabrasileira@gmail.com,http://facebook.com/botequimabrasileira,934729424,True,400,0.13
Blueberrygaia,Not Listed,http://www.facebook.com/blueberrygaia-121345581975805/,221132885,True,400,0.15
"Sinfonia Amarela Restaurante,Snack-Bar Lda",doralicemorais@hotmail.com,http://m.facebook.com/restaurentesnac/?locale2=pt_pt,227530805,True,400,0.12
José Pereira & Gonçalo Calisto Lda,restaurantecarlosalberto@gmail.com,http://www.facebook.com/pg/restaurantecarlosalberto,222016618,True,400,0.2
Voltaria Petisqueira Portuguesa Lda,petisqueiravoltaria@hotmail.com,http://www.facebook.com/petisqueiravoltaria,Not Listed,True,400,0.14
Maria Rosa Pereira Ferreira,sresende60@gmail.com,http://www.facebook.com/cafemama1962,Not Listed,True,400,0.14
Tradicao Antiga,Not Listed,http://www.facebook.com/tradicaoantigaoficial,220173012,True,400,0.17
Cravo & Canela,rosalia.1970@hotmail.com,http://www.facebook.com/cravo-e-canela-152690298224326,912086596,True,400,0.15
Sushi Bento,Not Listed,http://www.facebook.com/sushi-bento-366930263662664,229428403,True,400,0.15
Tiago Dias,Not Listed,http://www.facebook.com/pages/mizu/501712826520448,Not Listed,True,400,0.22
Don Petisco,Not Listed,http://www.facebook.com/donpetisco.maia,223164973,True,400,0.15
Cozinha D`Avó Rosa,valter.vieira@lipor.pt,http://www.facebook.com/cozinhaavorosa,229423911,True,400,0.13
VGood-Alimentação 100% Vegetal,Not Listed,http://www.facebook.com/vgoodfoodandlifestyle/,913111915,True,400,0.13
Café Bela Vista,Not Listed,http://www.facebook.com/belavistasnack,914454626,True,400,0.16
Basho Sushi House Lda,basho.sushi.house@gmail.com,http://www.facebook.com/basho.sushi.house,916445190,True,400,0.13
Ar D`ouro Cafe,ar.douro.cafe@gmail.com,http://www.facebook.com/ar.douro.cafe,224542007,True,400,0.16
Parfait-Gelado Artesanal,Not Listed,http://www.facebook.com/gelatariaparfait/?fref=ts,Not Listed,True,400,0.13
Hamburgueria Lili,Not Listed,http://facebook.com/hamburguerialili/?ref=py_c,220181670,True,400,0.16
Ernesto & Conceição Lda,Not Listed,http://www.facebook.com/a-reserva-648933135152689,Not Listed,True,400,0.17
Bifanas S. Pedro,Not Listed,http://www.facebook.com/bifanassaopedro,224027048,True,400,0.17
Pitada Secreta Pão Quente e Pastelaria Unipessoal Lda,Not Listed,http://www.facebook.com/padariapitadasecreta,Not Listed,True,400,0.12
"Camisola 10,O",Not Listed,http://facebook.com/ocamisola10,961549141,True,400,0.13
João Carlos Teixeira das Neves,Not Listed,http://m.facebook.com/cafesanremo,Not Listed,True,400,0.15
Studio Café,vcristina.torres@gmail.com,http://www.facebook.com/studiobar,224029148,True,400,0.12
Restaurante Barril,vitor315@hotmail.com,http://www.facebook.com/barril.petiscos,Not Listed,True,400,0.16
G. A.-grill Valongo Lda,marketing.grillvalongo@gmail.com,http://www.facebook.com/grillvalongo,Not Listed,True,400,0.14
José Ruas Martins Unipessoal Lda,pizzariaalforno@gmail.com,http://www.facebook.com/pizzaria-al-forno-195557917156418,Not Listed,True,400,0.14
José Ruas Martins,pizzariaalforno@gmail.com,http://www.facebook.com/pizzaria-al-forno,Not Listed,True,400,0.16
Pastelaria de Geraldes,Not Listed,http://www.facebook.com/pastelaria-de-geraldes-646639509099047/?modal=admin_todo_tour,Not Listed,True,400,0.15
Tasca Dino Lda,Not Listed,http://www.facebook.com/tascadodino,919445826,True,400,0.14
Cafetaria Camões,Not Listed,http://www.facebook.com/pages/category/bartending-service/cafetaria-cam%c3%b5es-171173106949150,255164097,True,400,0.21
Tappas Lalas,tappaslalas@gmail.com,http://www.facebook.com/pg/restaurantetappaslalas,255171529,True,400,0.19
Cangalho Food&Drinks,cangalho@grupocangalho.pt,http://www.facebook.com/cangalho-food-drinks-1848811502099719/,912876243,True,400,0.12
Tapas & Wine Bar,Not Listed,http://facebook.com/tapaswinebar.pt,255162172,True,400,0.14
Vinagriste,Not Listed,http://www.facebook.com/mikasrestaurante,916788805,True,400,0.16
Cova Tropical Unipessoal Lda,restaurantecovatropical@sapo.pt,http://www.facebook.com/restaurante-cova-tropical-410054739027153,Not Listed,True,400,0.14
Cantinho Rústico Unipessoal Lda,cantinho_rustico@hotmail.com,http://pt-pt.facebook.com/cantinhorustico,Not Listed,True,400,0.13
Café Snack Bar da Quinta,Not Listed,http://www.facebook.com/cafedaquinta,916661786,True,400,0.14
O Provérbio,oproverbiorestaurante@gmail.com,https://www.facebook.com/oproverbiorestaurante/,219666328,True,400,0.15
Restaurante Cinderela Farense II Unipessoal Lda,euroconta.josecanario@gmail.com,https://www.facebook.com/RestauranteCinderela/,289803456,True,400,0.16
Churrasqueira O Reis de Oeiras,brasafortelindavelha@gmail.com,https://www.facebook.com/people/Churrasqueira-O-Reis-de-Oeiras/100077254252049/,214420814,True,400,0.27
Gelados Itália Conchanata,geladosconchanata@gmail.com,https://www.facebook.com/profile.php?id=100089641394666,218491741,True,400,0.2
No Ponto,maralizcintra@gmail.com,https://www.instagram.com/nopontojanas/,961326789,True,200,0.34
Churrasqueira O Reis De Linda-A-Velha,brasafortelindavelha@gmail.com,https://www.instagram.com/churrasqueiraoreislindaavelha/,214192808,True,200,0.32
Solarika,drilove.pt@hotmail.com,https://www.facebook.com/pages/Solarika/1434870200071658,916255171,True,400,0.25
Solar da Madalena,cleitonlisboamt@gmail.com,https://www.instagram.com/solar_da_madalena/,961654862,True,200,0.38
Leitão Tostado,saborincomum@outlook.com,https://www.facebook.com/LeitaoTostado/,244685345,True,400,0.15
Restaurante O Arco da Velha,oarcodavelha@hotmail.com,https://pt-pt.facebook.com/RestauranteOArcoDaVelha,282458468,True,400,0.12
Restaurante Churrasqueira Os Martins,restauranteosmartins@clix.pt,https://www.facebook.com/restauranteosmartins/?tn-str=k*F,214919285,True,400,0.13
Restaurante Solemar Coelho,vieiratlantico@gmail.com,https://www.facebook.com/profile.php?id=100063563469305,244695736,True,400,0.3
Zico-Snack Bar,Not Listed,https://www.facebook.com/pages/restaurante-zico/177434918991852,234429649,True,400,0.21
Pastelaria Pão de Açúcar,paodeacucarr@gmail.com,http://www.facebook.com/p%c3%a3o-de-a%c3%a7ucar-689850344371058,218485260,True,400,0.18
Restaurante Primavera,Not Listed,https://www.facebook.com/mogaprimavera,279341285,True,400,0.14
Restaurante Ramos,rest.ramos.montenegro@gmail.com,https://pt-pt.facebook.com/pg/restaurante-ramos-1528860627341966/about/?ref=page_internal,289818481,True,400,0.23
Restaurante Costaneira,Not Listed,https://www.facebook.com/Restaurante-Costaneira-139746142893366/?ref=page_internal,296584123,True,400,0.16
Restaurante O Tirol,jorgetirol@hotmail.com,https://pt-pt.facebook.com/Restaurante.O.Tirol/,236212404,True,400,0.12
Pizzaria Jona,pizzariajona@gmail.com,https://www.facebook.com/pizzaria-jona-467077986748671/,266501383,True,400,0.13
Restaurante Chão de Ave,Not Listed,https://www.facebook.com/pg/chaodave/about/?ref=page_internal,256465864,True,400,0.22
Churrasqueira Alvorada,Not Listed,https://pt-pt.facebook.com/pg/churrasqueiralvorada/about/?ref=page_internal,243324912,True,400,0.17
Restaurante A Grelha,restaurante-a-grelha@hotmail.com,https://www.facebook.com/agrelha.restaurante.75/,235208867,True,400,0.16
Restaurante Miroma,miroma.restaurante@sapo.pt,https://www.facebook.com/miromarestaurantefurnas/,296584422,True,400,0.13
Restaurante S. Pedro,restaurantespedro@gmail.com,https://www.facebook.com/restaurantespedromindelo,917632739,True,400,0.15
Casa Jaime da Rita - O Chalana,Not Listed,https://www.facebook.com/pages/category/restaurant/casa-jaime-da-rita-o-chalana-263868090612263/,253631275,True,400,0.24
Restaurante Tailândia,Not Listed,https://www.facebook.com/RestauranteMarisqueiraTailandia/,214371346,True,400,0.14
Alvorada Cakes,alvoradacakes@sapo.pt,https://pt-pt.facebook.com/pg/alvoradacakes/about/?ref=page_internal,255213648,True,400,0.21
Churrasqueira Alta Vila,Not Listed,https://www.facebook.com/takeawayaltavila,252681286,True,400,0.12
Restaurante O Prontinho,ercilia_santos@hotmail.com,https://www.facebook.com/pg/restaurante-o-prontinho-1640834126177751/about/?ref=page_internal,272682338,True,400,0.21
Cbl Lda,comesebebeslargo@gmail.com,http://www.facebook.com/comesebebeslargo.pnf,919301277,True,400,0.18
Cantina do Ipi,cantina@pluraldeinterior.pt,http://www.facebook.com/pluraldeinterior,255189008,True,400,0.16
Staminé,Not Listed,http://www.facebook.com/staminecafe,255400100,True,400,0.13
Pizzaria Soares,Not Listed,http://m.facebook.com/pizzariasoarespenafiel,255612600,True,400,0.13
A Melinha,betamiasoares@gmail.com,http://facebook.com/melinhapenafiel,927508900,True,400,0.18
Despertar Argumentos Lda,hamburgueriadapracalousada@gmail.com,http://www.facebook.com/hamburgueriadapracalousada,Not Listed,True,400,0.13
Lameiras Pinto Unipessoal Lda,Not Listed,http://pt-pt.facebook.com/ao.forno.3,Not Listed,True,400,0.13
Bodeguita do Américo-Restauração  Unipessoal  Lda,Not Listed,http://www.facebook.com/americo.alves.1800,Not Listed,True,400,0.43
Maria Leonor Silva Torres Lima,Not Listed,http://pt-br.facebook.com/pizzariamiragem,Not Listed,True,400,0.13
Café Snack-Bar Tiago,diogomagic@hotmail.com,http://www.facebook.com/caf%c3%a9-snack-bar-restaurante-take-away-tiago-588171424548468,252637038,True,400,0.12
Restaurante Nor`três,nortresgastropub@gmail.com,http://www.facebook.com/nortresgastropub/,913425913,True,400,0.19
Cantinho Carioca,Not Listed,http://pt-pt.facebook.com/cantinhocariocabrasil/,252166659,True,400,0.11
Laoyu Sushi,Not Listed,http://www.facebook.com/laoyusushi/?ref=py_c,252614810,True,400,0.14
Sakura Póvoa De Varzim,Not Listed,http://www.facebook.com/sakurapdv/,961425520,True,400,0.14
Restaurante Funchal,restfunchal@gmail.com,http://www.facebook.com/restaurantefunchalbeiriz,929333774,True,400,0.14
Boca de Leão,Not Listed,http://www.facebook.com/bocadeleao,918100286,True,400,0.12
Café Azul Mar,Not Listed,http://www.facebook.com/azul.mar.9699523,252626060,True,400,0.15
SushiBox,Not Listed,http://www.facebook.com/sushiboxtakeaway/?ref=py_c,252615848,True,400,0.14
Lota bar,eduardosilvacruz@gmail.com,http://www.facebook.com/lotabar,916150654,True,400,0.16
Salão Chá  Areeiro,Not Listed,http://www.facebook.com/sal%c3%a3o-de-ch%c3%a1-areeiro-685476811487503,252696404,True,400,0.14
José da Silva Oliveira  Herdeiros,zedasletras@hotmail.com,http://www.facebook.com/restaurante.zedasletras,Not Listed,True,400,0.14
Churrascaria Coração Bairro Sul Lda,tiagooferreira4490@gmail.com,http://www.facebook.com/churrascaria-cora%c3%a7%c3%a3o-do-bairro-sul-788086991340273,Not Listed,True,400,0.14
Café Malagueta,Not Listed,http://www.facebook.com/pages/caf%c3%a9-malagueta-na-rua-sobe-e-desce-aver-o-mar/759980497394555,969204545,True,400,0.23
Mi sushi bar,Not Listed,http://www.facebook.com/misushibar.restaurante,252130011,True,400,0.18
Sailorman And Friends Lda,sailorman.and.friends@gmail.com,http://m.facebook.com/sailorman.and.friends,Not Listed,True,400,0.16
Figueiredo da Costa & Gonçalves Lda,amcanastra@hotmail.com,http://www.facebook.com/amcanastra,252691082,True,400,0.16
White Coffe,Not Listed,http://www.facebook.com/whitecoffesnack,252614817,True,400,0.14
